"platform","review_id","author","country","title","body","rating","date_posted","experience","verified","language","reply","url","platform_category","ai_signals","ai_related"
"outdoorsy","684748519dfa2ea73d1074ca","Darlene","US","If you're a host considering Outdoorsy","If you're a host considering Outdoorsy, proceed with caution. I had an account previously and decided to return—big mistake. I was prepared to resubmit everything from scratch, which would’ve been fine. But because my original email was no longer valid, I couldn’t reset my password or create a new setup with that email. That took a full day to resolve.

Then came the real headache. After spending two hours setting up my listing again, I hit a wall with the W-9 form—it wouldn’t submit. That issue still isn’t fixed after 11 days, despite two emails claiming it was. I’ve spent hours emailing, calling, uploading print screens, and getting nowhere.

Customer service is polite but powerless. You can’t speak to anyone who can actually fix the problem. Everything is “escalated” to the technical or tax team, but no one follows up. Apparently, the tax team doesn’t work weekends… and I'm beginning to wonder if they work during the week either. Customer service reps even admit they’re frustrated by the escalation delays.

Outdoorsy's site claims a 24–48 hour response window, but that seems more like wishful thinking. I haven’t heard a thing in four days.

It’s now June in Maine—peak RV rental season—and I’m losing valuable time and income because of their broken system. I've switched to RVShare out of desperation. I’m not sure if it’s much better, but I can't waste another minute dealing with Outdoorsy's dysfunction.

For a platform that takes a 25% cut, they ought to provide actual support. Sadly, I’ve since found I’m not the only one with these issues—if you look up reviews, you’ll see plenty of similar stories. Outdoorsy really needs to get its act together.",1,"2025-06-09","2025-06-09","false","en","Hi Darlene,

I'm very sorry to hear you've had a less-than-perfect experience with our service due to the delay in resolving the issue with your tax information on your Outdoorsy account. I know how important it is for you to get this resolved immediately, and we definitely don't want you missing out on potential bookings for the peak RV rental season, so I'd like to reassure you that we've followed up with our Tax team and made your case a priority. I'll personally get in touch with you soon regarding this. Thank you for taking a moment to provide us with your feedback. 

Dale R.
Outdoorsy Support","https://www.trustpilot.com/reviews/684748519dfa2ea73d1074ca","rental","no_human",TRUE
"outdoorsy","671b13380540bb730726807b","Chris Kutensky","US","I have been a long time host and renter, with Outdoorsy and others","I have been a long time renter and host, for 8yrs with Outdoorsy, as I recall. I'm my experience, they have a fantastic website and process. At days end, they are middle men. I felt that they handled CV19 when business was ten fold, smoothly when they were likely under staffed and many inexperienced renters, we're on the road renting RVs because airplanes were shutdown. I host in CO, a tourist state and if I had 20 Airstreams, I could have rented them all, easily. I can only imagine how hard Outdoorsy and other RV vendors worked to try to keep millions of units and millions of personalities Happy! It's a law of averages, and you'll always have some negatives, but as you can see it's 5% and when I was a kid, 95% was an A+.  Having rented and hosted for years I've learned any negative review is just like anything, it's based on personality and expectations, unless there is a blatant neglect of communication. Otherwise, personality plays a role, and I'm just as guilty of having too high expectations and no different than a dating website, every profile has a certain effort to market, whether price point, or allowing Pets when other do not.
So, I say, always look at the big picture and the % of positive stars as some people post negatively based on emotion, or one-sided points of views, for example, host or renter. I recommend you consider the RVs age first, as age has wear/tear, and match that age to the competitive cost. Photos are great on sewing the design and general unit, but it doesn't show parts and like an aged car, truck, computer, what have you, age plays a role. Personally, I am thankful for Outdoors, introducing me to some fantastic, renters and I truly enjoy RVs and love being a Host, seeing renters come home after their journey and family vacation, all relaxed and happy. You can see the stress that has left their shoulders from PickUp to DropOff. BUT that said, there will always be certain personalities that you just can't live up to their expectations, and as a Host, you just tell them, text me, call me, let me know how I can help. We will handle any issues that comes up, if any, work with RV repair vendors, pay them, and upon drop off, if determined it wasn't Wear/Tear, we have deposits to reimburse us, but we just want you to enjoy, and so does Outdoors. It's a vacation, time to relax and enjoy and avoid making Mountains out of MoleHills as they say, as it's all comes out in the wash.  And over many years, I have issues as both renter and host, always minor but even issues with Brand New trucks or Rvs, it can happen, so keep comms open, that's what I recommend. No one wants a bad vacation for anyone, and that certainly not why Outdoorsy and Hosts option this industry. I saw this as I've had 1 or 2 personalities who tend, finding to complain whether RV, other industries / business they get involved in, they just tend to demand and it's just characteristic, no matter who the vendor may be. In today's world, it's hard to connect with this persona as they communicate one-way, and talk at you, instead of with you. I've seen very very few, but it's exaggeration and characteristic of the submitter, but to submit 1 star, even start to a middleman vendor, seems more emotional, than offering readers the positives. Why blame Outdoorsy unless the entire vacation was unruly managed start to finish, canceled or destroyed, at their direct blame. I just think emotions are not good reviews. With a great of Tv experience, I know some folks get upset about small things where others accept that ""life happens"". Wear and tear exists when you rent units over 5yrs, it's part of Rv life, there are tons of forums you should look into, per model you wish to rent, as that can help too.  Life is short, enjoy your vacation and just know that the older the ""rental unit"" it's more likely to have some small glitch occur, and don't try to fix or work on a Hosts Rv, without working with them, as I've seen people break things trying to Google How To, so let your Host handle it. And if an RV repairman need to get involved, hand it off to Host, they need to know who's working on their unit, and they know their Rv best, or either way, let them pay direct, hand it off to them, so you can go back to enjoying your time with family, friends or your journey.
Two way communication is the answer. As long as there is two-way communication, there is no issue that can't be resolved. And no need to blame Outdoorsy or other vendors in general, your our Guest(s). Just work together and you will be in the 95%, I say, from my years in Rv works. Hope this helps! ",5,"2024-10-25","2024-08-03","false","en","","https://www.trustpilot.com/reviews/671b13380540bb730726807b","rental","no_human",TRUE
"outdoorsy","66fc325b678a376ada9b3491","kerriecameron","CA","At a loss for our holidays because customer service did nothing to help us","After booking an RV we tried contacting the host to set up arrangements.  The host wasn't responding. I emailed host once 3 weeks and a second time one week before reaching out to customer support for help.  

Customer supports response was that they give hosts 24-48 hours to respond because ""we understand life can throw your routine off"".  I replied with our timeline of trying to contact the host and asked that they help us reach the host. I haven't heard anything back from customer support after this. 

I emailed multiple times and I called multiple times. No one would answer the call, and once I was on hold for 30 minutes (no exaggeration) to only be disconnected after a recording told me no one was available to take my call. 

I reached out on social media with my situation and got a response to call or email customer support for assistance... really?!  That response just added more to my frustration.

I had to cancel my reservation one week before our holidays because of the unresponsive host and lack of support from the folks at outdoorsy.  Thankfully the amount was deposited back into my account.  

Now aside from this frustrating experience with outdoorsy and their host, I am $80 out of pocket for the ""service fee"" that wasn't refunded... Really?!  What service did I pay for??  A whole lot of wasted time on my end for trying to get service, I should charge outdoorsy for my time, not the other way around. 

But the worst part of all this is my family and I have been looking forward to this, our annual holiday that we work very hard to afford and now we don't know what we're going to do.  We have a campground  booked with nothing to bring with us. So to quote your customer service I guess ""life can throw your routine off"" but replace ""life"" with ""outdoorsy"".

From this experience, my take away is outdoorsy doesn't care. At no point did anyone on your end try to resolve this matter.  You have profited off my service fee and my family is now at a loss on what we will do.  An appropriate action on your part would have been to 1) Respond to our concerns first and foremost 2) Try to resolve our concerns by helping us contact the host 3) If the host remained unresponsive, find another solution if possible.  Would there have been another rental you could have helped us manage? We even would have paid more for a bigger camper if necessary.  But unfortunately none of that happened.

No one wins from this experience! Outdoorsy, sure you made money from my service fee, but you had to refund $800 and our holidays are one week away and we don't know what we're going to do.

Outdoorsy if you do care about the people you are providing services to and making a profit off of, you still have time to make this right for me and my family. I have little hope, but at this time I have little options. ",1,"2024-10-01","2024-09-28","false","en","Hi Kerrie, 
 
I'm so sorry your host was unresponsive and you ended up needing to cancel your reservation. This is most definitely not the intended outcome we'd prefer our guests to have, especially so close to your trip starting. Due to the nature of the cancellation, we've refunded you in full, and our replacement team has worked to locate an alternate RV for your trip. Please feel free to respond directly to their email to let them know how you'd like to proceed. In the meantime, I'll follow up with you personally to ensure we've done everything we can to turn your experience around. Your time is extremely valuable, so thank you for taking a moment to share your feedback.
 
Jaime
Outdoorsy Support","https://www.trustpilot.com/reviews/66fc325b678a376ada9b3491","rental","no_human",TRUE
"outdoorsy","66d409fe838b3f43f2018178","Anita","CA","The host scammed us","Booking an RV through Outdoorsy was straightforward, but our trip was plagued with issues that led us to request a refund. Unfortunately, Outdoorsy was unable to resolve the matter with the host and redirected us to a third party. Since January 2024, the host owes us $2,000 in compensation, yet Outdoorsy has not taken responsibility. Even worse, the host continues to rent out the RV. Despite numerous calls, I’m always told, 'We will contact you in 48 hours,' but no one ever follows up. This level of service is unacceptable. Save yourself the hassle and book elsewhere!",1,"2024-09-01","2024-01-02","false","en","Hi Anita, 
 
I'm so sorry to hear that you had a poor experience with your trip and are dissatisfied with the outcome of a dispute. This is most definitely not the intended experience we'd prefer our guests to have. I'd love the opportunity to investigate this further, but unfortunately I'm unable to locate an account using the information provided here. Please feel free to email me directly at experience@outdoorsy.com with ""Attn: Jaime"" as the subject, and I'll be glad to look into what happened here. Your time is valuable, so thank you for taking a moment to share your feedback with us. I look forward to connecting with you.
 
Jaime
Outdoorsy Support","https://www.trustpilot.com/reviews/66d409fe838b3f43f2018178","rental","no_human",TRUE
"outdoorsy","66a7ff0c26e5c6102365d4a3","Stephanie Peoples","US","JUST STAY AWAY FROM OUTDOORSY-READ THE REVIEWS AND THE FINE PRINT","JUST STAY AWAY FROM OUTDOORSY! 
Today is 7/29/24 and I am still dealing with a bogus scam claim from 7/4/24, 25 days later!  I have spent several hours over many many days trying to communicate with Outdoorsy and I deeply regret using them. 

We are experienced campers.  We decided to rent an RV this time to make things easy (ha!).  We paid about $400 (in addition to rental, insurance, and Outdoorsy fees) to have it delivered and set up. During our rental over the 4th of July, the power cord + surge protector failed...resulting in a smoking, melted plug.  We were left with no power, no A/C, and we are in Texas in the middle of Summer. To our surprise, the the owner filed a damage claim against us which resulted in many headaches and countless hours of wasted time-with no real help from Outdoorsy. In fact, whenever I called, I could only speak with someone in the PHILIPPINES-never the same person, and never a last name.  Sometimes someone would respond via email, but would not be available by phone.  There was always a promise to escalate, but no follow-through.

We had actually purchased the stationary insurance (also called excess insurance), which we learned that they defer to YOUR PERSONAL AUTO POLICY FIRST.  When I went back, I eventually found this in the fine print, but had to click through several pages and links to get to-essentially a rabbit hole. After the owner was told by our insurance company that this was not a qualified claim (and subsequently denied), he then pursued it with the Outdoorsy stationary policy-which was also denied. He told our insurance company that he would pursue it through the security deposit. They then emailed to ask us to approve a charge of $400-to pay for their faulty equipment-even after 2 denials stating that we were not responsible for their equipment failing. We declined. We cannot get anyone at Outdoorsy to help us with this, though we have reached out via phone and email multiple times. Today we learned that Outdoorsy has charged our card for ANOTHER $750-the original amount of our deposit.

After another call and another request to escalate-they are telling us that they have released it.  I have yet to confirm that with my CC company, but will need to make sure that all future attempts to charge us will be denied.  

A side note of the stationary/excess policy-they also add an additional charge for roadside assistance-which you should not need if you are not towing the vehicle.  In fact, the policy becomes null and void if you move the camper for any reason on a stationary policy.  

We would never even think of trusting Outdoorsy again-it's really just a platform, taking a cut, and cheaply outsourcing their customer service. 

There is no protection and no one to call who can do anything to help.
",1,"2024-07-29","2024-07-04","false","en","Hi Stephanie,
 
I'm very sorry to hear you've had a less-than-perfect experience with our platform due to a damage claim. It's our goal to provide a smooth and easy claims experience, so thank you for taking a moment to provide us with your feedback. Transparency is vitally important to us, so we'll be performing a full investigation into what happened here and will be reaching out to you soon to address your concerns. I look forward to connecting with you. 
 
Jaime
Outdoorsy Support","https://www.trustpilot.com/reviews/66a7ff0c26e5c6102365d4a3","rental","no_human",TRUE
"outdoorsy","660c8a356a56c7ebeb2bad5f","Nigel Bell","AU","Abandoned by Outdoorsy","I hired a RV through Outdoorsy through August 2023 (20 nights). They sub-let to another company in the days/week before commencement - being told the campervan I booked (5 months earlier) was no longer available. A 'similar' vehicle was available when I arrived (same price, same conditions).  Wrong.
No stealth camping as few curtains (!), no pillows (!), limited stove or utensils (!), no outdoor seating or  cover (!).  Not what I expected or paid for ....

But worse was the developing problems with the two-year old automatic vehicle (a Mercedes van!).
From Day 1 it had problems - wrong gear, shuddering forward, over-revving - which was increasingly dangerous when driving on US freeways at half the set speed.  Stop-start - stop - shudder - stop - start - stop altogether - so multiple calls to the intermediary company, then Outdoorsy.

Outdoorsy provides intermittent phone calls/call-backs during the afternoon, leading to a request to drive (!) to the nearest specialist repair workshop (30 miles away).  Tried on back-roads .. but same problems and the vehicle again died half way, leaving me at the edge of the road in 108F degree heat in the middle of no-where ... for 15 hours /overnight!   
  
Many Outdoorsy phone calls - no action - before next morning the tow vehicle was sent to the previous (wrong) address!

Eventually, towed away to the repair shop.  Long wait before they diagnosed the problem.  Meantime, Outdoorsy told me I was one my own - they wouldn't supply an alternative vehicle.  I was expected to start all over again with a new hire (whilst marooned in the middle of nowhere!).  
""Not good enough, we have a paid contract"" I said - and let me speak to the manager.  It took a week before a manager sent an email back, asking about my problem !!!!   

And fortunately for me, the dealer found and fixed the 'drive' cables/electronics that had been chewed through by 'varmints' prior to my hire.  So after two delayed days of hassle I was able to continue.

LESSONS:  
Outdoorsy would not meet their contractual conditions when it got hard....they made their vehicle replacement problems mine ...
Outdoorsy is better at PR and marketing than delivering ...   
Outdoorsy subsequently made it very difficult to get a refund for the lost two days of travel ... 
Don't believe their promotional spin .. my experience says you're on you're own if there's a vehicle replacement problem.
",1,"2024-04-03","2023-08-09","false","en","Hi Nigel, 
 
I'm so sorry to hear you had a poor experience with your trip and the outcome of your resolution. This is certainly not the intended experience we'd prefer our guests to have. After further review of your account, I can confirm I found no violation of our contractual obligations and your requested refund during the dispute resolution process was transacted back to your payment method on 9/20/23. Your time is valuable, so thank you for taking a moment to share this feedback with us. I'll be reaching out to you directly to discuss this further.
 
Jaime
Outdoorsy Support","https://www.trustpilot.com/reviews/660c8a356a56c7ebeb2bad5f","rental","automated",TRUE
"outdoorsy","6551dcd4a736e6a167cc2cf4","Brendan Forrest","AU","Absolute NIGHTMARE Story","Hired an RV out of LA by Eugene. A day before hire ended, the RV broke down in 50 degree C heat. And the Host actions were appalling, Constantly blaming us and making us stay with the RV even though the location of brake down was not safe. We purchased the highest level of insurance through outdoorsy, and at this point found out that the insurance means nothing. The is no ""Concierge"" service as stated. They call a tow truck for you and thats about it. No alternate hotel room or ride. The host then took us to disputes in house at outdoorsy and they were completely toothless, resolved nothing and only Liaised between us and the Host. They then sent us to Fair clams where the host sued us for $23,000 in damages allegedly cause by us. Long story short, he lost and now won't give us our deposit back when he needs no evidence of wrong doing to claim against his customers. 

In summation. Insurance means nothing, 
when on the road no one is obligated to assist you and if something goes wrong they pass you further down the line till they can wipe their hands of you. Spend the extra money and use a reputable business that actually maintain their vehicles.",1,"2023-11-13","2023-06-23","false","en","Hi Brendan, 
 
I'm terribly sorry to hear your trip ended with a breakdown dispute, and that you're dissatisfied with our resolution process. This is most definitely not the intended experience we'd prefer our guests to have. I'll be looking into this further and reach out to you directly to discuss this in greater detail. Your time is valuable, so thank you for taking a moment to share your feedback with us. 
 
Jaime
Outdoorsy Support","https://www.trustpilot.com/reviews/6551dcd4a736e6a167cc2cf4","rental","no_human",TRUE
"outdoorsy","6523ee2f9c6ca1201975511c","D. Mia","US","Outdoorsy's insurance is a scam.","Outdoorsy's insurance is at best misleading, at worst a scam.  When you read the details, their $1,000,000 insurance coverage claim is for DAMAGE to an RV, not Liability Coverage like normal.  You'll never need the $1,000,000 Damage coverage because no one is renting a $1,000,000 RV.  Their liability coverage is actually just the legal minimum, often just $20,000 or so, which is nothing for liability coverage.  And it's overpriced.",2,"2023-10-09","2023-09-07","false","en","Hi there, 

I'm so sorry to hear you're dissatisfied with our protection packages. Thank you for taking a moment to share your feedback with us. Please allow me to clarify the insurance a bit more. We partner with Assurant Mutual, and all protection packages will vary depending on the Class, year, make, and model of the RV, and those rates are set at industry standards based on the Actual Cash Value of the RV provided to us by the host. This coverage is required for RVs that are being delivered as well. Similar to an auto rental, RVs must have this episodic coverage to protect both parties should any vandalism, theft, acts of nature, etc. occur while the RV is in your possession.

For more information about our coverages, please visit https://www.outdoorsy.com/help/owners-protection-packages.

Jaime
Outdoorsy Support ","https://www.trustpilot.com/reviews/6523ee2f9c6ca1201975511c","rental","no_human",TRUE
"outdoorsy","650a660db7681944e62c71d3","Sarah Purington","US","Best Customer Support - how unusual!","I have finished my 3rd rental recently (as a host), and I could not be more pleased. I have needed to utilize Outdoorsy Support numerous times as I was learning to navigate their site, app, financial questions, and how to properly prepare for renting my RV out - probably between 10-15 times. Each time, I felt that I was talking to a real person who attentively listened to my problem and found a solution promptly.
Every single time, the person I was communicating with found a solution - without having to transfer me, put me on a significant hold, or otherwise make me jump through hoops. Outdoorsy has some of the best support I have ever experienced, both on the phone and on their Chat.

I had a lot of worries when I first endeavored to list my RV on a rental platform, and subject it to the treatment of complete strangers. But I have been pleasantly surprised at my experience thus far - my renters have been excellent communicators, attentive listeners when I walk them through my rv, and have evidently treated my RV as if it was their own, prized possession. 

I highly recommend Outdoorsy as a trusted platform to offer personal RVs for rent. As a host, I find their services to be well worth the commission. I sincerely hope they maintain their best quality, which certainly gives them an extreme edge in the market - which is their customer support.",5,"2023-09-20","2023-09-19","true","en","","https://www.trustpilot.com/reviews/650a660db7681944e62c71d3","rental","no_human",TRUE
"outdoorsy","650899731d8801db3ae173f0","Iyanna","US","It’s wonderful to speak to an actual…","It’s wonderful to speak to an actual human being when you or your renter call in for assistance! Excellent communication, prompt response, and very helpful answering questions/troubleshooting! Will continue to use!",5,"2023-09-18","2023-09-18","true","en","","https://www.trustpilot.com/reviews/650899731d8801db3ae173f0","rental","no_human",TRUE
"outdoorsy","6508476c24d269200896768a","Dr Faustus","DK","Nightmare registering driving license","If you try to register tour driving license and you're unlucky, the automatic system will direct you to manual registration. This resulted in my case in an endless e-mail thread with different adresses , robots and people, long phonecalls woth the customer service, wich has no direct acess to your profile or documents. They will make you shooting selfies with your passport in your hand and send you from a to b, trying to catch 22.
It is more than a week since i started the process and in one week from now I reserved a car...
I rent cars regularly for business and leisure.
This is the most difficult und user unfriendly process I ever experienced.",1,"2023-09-18","2023-09-18","false","en","Hi Dr. Faustus,

I'm sincerely sorry to hear you had a less-than-perfect experience with our driver verification process. This is certainly not the experience we prefer our guests to have. I'd love the opportunity to see what happened here and ensure that you're all set on your upcoming booking; however, I'm unable to locate your account with the information available. Please contact me directly at experience@outdoorsy.com with ""ATTN: DALE"" in the subject line. I look forward to connecting with you soon. Thanks for your feedback.

Dale R.
Outdoorsy Support","https://www.trustpilot.com/reviews/6508476c24d269200896768a","rental","automated",TRUE
"outdoorsy","6503d0ca7f2f8ffbebc36c04","JP - Meli Cosentino","US","Not a fan of the billing breakdown","Not a fan of the billing breakdown, or how I was shorted several times from a pay out. 

Not a fan of the algorithm in order to keep my rig relevant and findable.",3,"2023-09-15","2023-09-08","true","en","Hi JP and Meli,

I'm so sorry to hear you're dissatisfied with our platform. This is most definitely not the intended experience we'd prefer our hosts to have. I'll be investigating this further on my end, and I'll reach out to you directly to address your concerns. Thank you so much for taking a moment to share your feedback with us.

Jaime
Outdoorsy Support","https://www.trustpilot.com/reviews/6503d0ca7f2f8ffbebc36c04","rental","algorithm",TRUE
"outdoorsy","65009e7f0a8293262d78859a","Scott Federman","US","Not good for RV owners","The app does not work well. They give my location without someone renting. Customer service can take a long time and often they do not understand me. It seems to be a language barrier. Worst of all is that I canceled a renter the day before his rental and Outdoorsy placed a negative review on me. There were circumstances that caused the cancelation. As a business partner I was surprised that they choose to give me a bad review. I called them to discuss it and was told that it is automatically generated by the computer, and they cannot do anything about it. This might be the beginning of AI taking over. They also charge a service fee to the owner to collect fees like fuel and things that are missing. I recommend using a different platform to rent out an RV.",2,"2023-09-12","2023-09-12","true","en","Hi Scott,

I'm sorry to hear your experience with our service didn't match your expectations. This is certainly not the experience we prefer our members to have. Please allow me to clarify that an automated review noting a cancellation will not affect the host's overall rating. A host can respond to the review if they wish to clarify the cancellation. I'll personally be reaching out to you soon to provide you with more information regarding our cancellation policy and to learn more about your experience with our mobile app. Thank you for sharing your feedback.

Dale R.
Outdoorsy Support","https://www.trustpilot.com/reviews/65009e7f0a8293262d78859a","rental","ai",TRUE
"outdoorsy","64f8a221d53593b9a78eb0f2","MATTRESS CLEARANCE CENTER OF N","US","Warranty people  do not respond no one…","Warranty people  do not respond no one helps me",1,"2023-09-06","2023-09-06","true","en","","https://www.trustpilot.com/reviews/64f8a221d53593b9a78eb0f2","rental","no_human",TRUE
"outdoorsy","64f056d8180ad6541bd038ef","Cabin Wheels","US","Easy to use, help if you need it…","This is an easy platform for connecting rv owners and renters.  Simple to use, and when there is an issue they are helpful- always a real human to answer your call.",5,"2023-08-31","2023-08-21","true","en","","https://www.trustpilot.com/reviews/64f056d8180ad6541bd038ef","rental","no_human",TRUE
"outdoorsy","64e69cbc8939eed74a3cb18f","FL from SC PA","US","Watch your reviews and communicate quickly if there is an error.","UPDATE:  As can happen with technology - a problem can arise that was unintended and that appears to be what happened to me.  For that reason, I am amending my comments because while the system is flawed - the customer service team responded professionally, acknowledged a system flaw, and confirmed that it shouldn't have happened - which is GREAT.  Mistakes happen, and that is understandable. I feel confident that my issue was a glitch and for that reason, and the great communication with Outoorsey, I am revising my star rating from 1 to 4.  PRIOR REVIEW:  I saw an ""automated review"" on my account today that said, ""Faith Lucchesi canceled reservation two days before our trip. Automated review.""  While true in part, the guest initiated the cancellation, and to be kind, I AGREED TO REFUND ALL FEES that would have been due because of the cancellation policy. By agreeing to assist a renter, Outdoorsy's automated system told all other renters that I canceled someone's trip without the added fact that I did it at their request and agreed to refund all monies despite the cancellation policy. When I saw the review, many months after the harm was done, I called to discuss the matter, and the review was removed, but the damage was done. I was seriously misportrayed by the platform for more than six months, without my knowledge -and it was THEIR automatic response to the situation that published the review. NOT the guest, not me as host. And it was a lie as stated. The corporate decision to punish hosts who help guests is a shockingly myopic business decision and others should know this when reading reviews or considering becoming a host.",4,"2023-08-24","2023-08-22","true","en","Hi Faith,

I'm so sorry to hear you were penalized due to a mutual cancellation. This is most definitely not what should've happened, and I'll be investigating on my end to find out why this occurred. We absolutely don't intend to punish hosts for providing their guests with a full refund, so your review is quite concerning to me. Your time is valuable, so thank you so much for sharing your feedback and bringing this to my attention. I'll be reaching out to you directly to provide insight on how this unfortunate situation may be prevented in the future. 

Jaime
Outdoorsy Support","https://www.trustpilot.com/reviews/64e69cbc8939eed74a3cb18f","rental","algorithm;automated",TRUE
"rvshare","69dd145bb18b67722d6ccb27","Phill","MX","Sharing my great experience with Kyle. Ambasador of the RVShare brand. ","I would like to share my great experience with Kyle with the RVShare leadership team. 

This is our first time renting a travel trailer and I had questions after I booked the reservation. Kyle did an outstanding job patiently walking me through the answers to all my questions and details of the program in a way that was easy for me to understand. 

Your decision to keep a direct phone number and ability to talk to a real person is a company differentiator. Keep that as part of your brand promise. 

I will most likely rent again from RVShare as a result of my positive experience with Kyle.  Hopefully when it's time we can work with Kyle again. Kyle is an ambassador of the RVShare brand. 

Thank you Kyle. 
Phill 



",5,"2026-04-13","2026-04-11","false","en","Awesome to hear, Phill! Thank you!","https://www.trustpilot.com/reviews/69dd145bb18b67722d6ccb27","rental","no_human",TRUE
"rvshare","6898c72dfe0bcdaf0387a267","Matt Ziebart","US","Ruined our family vacation","I paid extra for RVshare’s cancellation protection insurance to cover us if anything went wrong. Despite this, RVshare canceled our RV rental at the last minute—after we had taken time off work and planned our entire family vacation. By the time they notified us, it was impossible to find another RV rental.

RVshare claimed the owner canceled the trip. I asked for compensation as promised in the cancellation coverage policy. Instead, I spent hours on hold with their overseas customer service, was bounced around, hung up on, and called back—only to be offered a pathetic $25 promo code for my next trip.

RVshare customer service is a nightmare: an endless phone tree loop, nearly impossible to reach a real person. This feels like an online company with almost no real staff. If you’re looking for a reliable RV rental, avoid RVshare—your trip, time, and money are too important to risk on a company that doesn’t honor its own cancellation policy.",1,"2025-08-10","2025-08-10","false","en","","https://www.trustpilot.com/reviews/6898c72dfe0bcdaf0387a267","rental","no_human",TRUE
"rvshare","67ff8e1b0d21f93b0367fcf7","Curt Altarac","US","  Beware of Hidden Fees and Poor Customer Service","I attempted to rent an RV through RVshare, but after checkout I received an email informing me of several unexpected insurance fees—none of which were clearly disclosed upfront, and there was no way to opt out. I tried contacting customer service immediately, but no one answered. Days later, I finally spoke with someone who clearly had handled this type of complaint many times before. They walked me through the cancellation process—but still kept the “service fee” despite the misleading experience.

I’ve rented RVs, homes, and more over the years, and this was by far the strangest and least transparent experience I’ve had. I ended up canceling and losing money, but I felt compelled to leave a review so others are aware. There are better, more honest local companies out there—do yourself a favor and avoid RVshare.
",1,"2025-04-16","2025-04-16","false","en","","https://www.trustpilot.com/reviews/67ff8e1b0d21f93b0367fcf7","rental","no_human",TRUE
"rvshare","667b26c67353b1132184beb2","Tricia Sake","US","Terrible costumer service","Terrible costumer service! The lady on the claim never would answer her phone. If we were lucky, she would email us a short and sweet message! When we did actually talk to her, she ended up hanging up on us! She ended up closing the case without talking to us and hearing our side. 
We got an email saying we were getting the security deposit back then all of a sudden we werent! So now we are out $1500 because the guy scammed us and rvshare didn't do their job nor did the case work give a crap!! Please do yourself a favor and look somewhere else to rent a camper! Such a joke of a company

👇🏿⬇️👇🏿 They have an automatic response to your message acting like they care. They truely don't care. We have been trying to get this resolved for a couple weeks and haven't got anywhere! Seriously please look elsewhere ",1,"2024-06-25","2024-06-23","false","en","Hi Tricia, we're so sorry to hear about your experience. We’re happy to look into this issue for you. Please reach us at 1-888-482-0234, chat with us at rvshare.com, or email us here https://help-rvshare.force.com/s/contactsupport.
","https://www.trustpilot.com/reviews/667b26c67353b1132184beb2","rental","automated",TRUE
"rvshare","65ff3287bf46de9c6132656a","Jennifer Velitchkov","US","I would give no stars","I would give no stars, but like everything else with this company, you have to comply or you cannot proceed.  I made a reservation, was informed after I paid my deposit that I had to get insurance.  I contacted the site to inform them and they told me I had to choose their insurance.  Their insurance did not correspond to my rental and is ridiculously expensive.  When I asked for a manager I was told that no one would help me and that the 'terms say .....'.  I then asked to cancel and began the process only to find out they wanted me to agree to a $60.05 service charge to cancel.  I couldn't proceed with the cancellation unless I agreed.  The worst experience ever.  What a waste of time.",1,"2024-03-23","2024-03-10","false","en","Hi Jennifer, we're sorry to hear about your experience. Every RV rental is required to secure RVshare Insurance and Protection in case anything accidental happens while the RV is on a trip. This also includes trips where the RV might be delivered or stationary for the duration of the trip. Even if the RV is delivered or stationary, damages may still occur, examples include fire, acts of nature like storms and falling trees, etc.

Coverage during the rental period will vary depending on the package that is selected during checkout. For more information on what the package includes visit the Insurance and Protection page at https://rvshare.com/insurance","https://www.trustpilot.com/reviews/65ff3287bf46de9c6132656a","rental","no_human",TRUE
"rvshare","65b2a8083c2332e9980443bf","Sandra Goswick","US","Morris was super helpful","Morris was super helpful! Solved a problem no one else was willing to take the time to do. 
Thanks so much!",5,"2024-01-25","2024-01-25","false","en","","https://www.trustpilot.com/reviews/65b2a8083c2332e9980443bf","rental","no_human",TRUE
"rvshare","658c8c63aa1e731b6065f0ed","Alex","CH","Paid and Website is unable to complete the Reservation","I tried to rent a RV from them, filled out all the info, and paid the money via credit card.  I got back a few minutes latter an email that my ID check failed.  I emailed and called for help, but all they could say is keep trying.  Well the webpage and links they sent to verify kept showing up as a blank screen.  I tried multiple browsers and PC's with no luck.  I used Chrome to see there were HTTP 500 Internal Server errors and sent screen shots, but no one helped to seemed to contact their own IT department.

It makes me feel they created this website to take your money and make you so frustrated that you cancel the reservation yourself and then loose a portion of payment.

Update: 30-Dec-2023.  After conversations with a manager on the phone, it was clear there was no simple solution on getting my data uploaded for verification.  I asked for a 100% refund and the team responsible for the reservation was kind enough to refund to my CC 100% of the charges within a business day.  Thank you for helping to fix the situation.",1,"2023-12-27","2023-12-26","false","en","","https://www.trustpilot.com/reviews/658c8c63aa1e731b6065f0ed","rental","no_human",TRUE
